Iso3;ActorQID;ConflictQID;ConflictLabel;TypeQID;TypeLabel;Start;End;Tag
ARM;Q207272;Q842774;Guerra Polaco-Ucraniana;Q198;guerra;1918-11-01T00:00:00Z;1919-07-17T00:00:00Z;all
ARM;Q207272;Q2419855;Guerra Ucraniano-Soviética;Q198;guerra;1917-01-01T00:00:00Z;1921-01-01T00:00:00Z;all
ARM;Q207272;Q97644394;Bitwa o przedmoście warszawskie;Q178561;batalha;1920-08-13T00:00:00Z;1920-08-16T00:00:00Z;all
ARM;Q207272;Q9172679;Battle of Lawica;Q178561;batalha;;;all
ARM;Q207272;Q9386008;Q9386008;Q178561;batalha;;;all
ARM;Q207272;Q100230959;Battle of Zarębami Kościelnymi;Q178561;batalha;;;all
ARM;Q207272;Q85756209;Defense of Katowice;Q178561;batalha;1939-09-03T00:00:00Z;1939-09-04T00:00:00Z;all
ARM;Q207272;Q110386978;Battle of Prużany;Q178561;batalha;;;all
ARM;Q207272;Q100882310;Battle of Malin;Q178561;batalha;1920-04-27T00:00:00Z;1920-04-28T00:00:00Z;all
ARM;Q207272;Q9173558;Battle of Skoczów;Q178561;batalha;1919-01-28T00:00:00Z;1919-01-30T00:00:00Z;all
ARM;Q207272;Q98120875;Battle of Szelkowem;Q178561;batalha;;;all
ARM;Q207272;Q98120872;Battle of Makowem;Q178561;batalha;;;all
ARM;Q207272;Q100230975;Battle of Łysowem;Q178561;batalha;;;all
ARM;Q207272;Q9370590;Q9370590;Q178561;batalha;;;all
ARM;Q207272;Q9370586;Battle of Dęblin and Mińsk Mazowiecki;Q178561;batalha;1920-08-16T00:00:00Z;1920-08-18T00:00:00Z;all
ARM;Q207272;Q107231790;Battle of Hrebionka;Q178561;batalha;;;all
ARM;Q207272;Q12098038;Q12098038;Q178561;batalha;1918-11-01T00:00:00Z;1919-01-02T00:00:00Z;all
ARM;Q207272;Q98087547;Battle of Przewodowem;Q178561;batalha;1920-08-10T00:00:00Z;1920-08-11T00:00:00Z;all
ARM;Q207272;Q98087546;Battle of Długosiodłem;Q178561;batalha;;;all
ARM;Q207272;Q3497363;Battle of Wołodarka;Q178561;batalha;1920-05-29T00:00:00Z;1920-05-31T00:00:00Z;all
ARM;Q207272;Q533034;Batalha de Westerplatte;Q178561;batalha;1939-09-01T00:00:00Z;1939-09-07T00:00:00Z;all
ARM;Q207272;Q157627;Batalha do Atlântico;Q178561;batalha;1939-09-03T00:00:00Z;1945-05-08T00:00:00Z;all
ARM;Q207272;Q100230988;Battle of Dorohuskiem;Q178561;batalha;1920-08-06T00:00:00Z;1920-08-13T00:00:00Z;all
ARM;Q207272;Q100449001;Q100449001;Q178561;batalha;1920-07-20T00:00:00Z;1920-07-21T00:00:00Z;all
ARM;Q207272;Q172240;Battles for Vilnius;Q178561;batalha;1918-12-31T00:00:00Z;1919-01-05T00:00:00Z;all
ARM;Q207272;Q16685394;Battle of Brześć;Q178561;batalha;;;all
ARM;Q207272;Q28674673;Battle of Nowe Kramsko;Q178561;batalha;;;all
ARM;Q207272;Q98087629;Battle of Mława;Q178561;batalha;1920-08-08T00:00:00Z;1920-08-10T00:00:00Z;all
ARM;Q207272;Q182240;Batalha de Varsóvia;Q178561;batalha;1939-09-08T00:00:00Z;1939-09-28T00:00:00Z;all
ARM;Q207272;Q100230466;Q100230466;Q178561;batalha;1920-08-21T00:00:00Z;1920-08-22T00:00:00Z;all
ARM;Q207272;Q100269626;Battle of Kojdanowem;Q178561;batalha;;;all
ARM;Q207272;Q100230930;Battle of Kaczkowem;Q178561;batalha;;;all
ARM;Q207272;Q4871557;Battle of Lida;Q178561;batalha;1919-04-16T00:00:00Z;1919-04-17T00:00:00Z;all
ARM;Q207272;Q2001082;Intervenção dos Aliados na Guerra Civil Russa;Q645883;operação militar;1918-01-01T00:00:00Z;1925-01-01T00:00:00Z;all
ARM;Q207272;Q658598;Intervenção na Sibéria;Q645883;operação militar;1918-08-01T00:00:00Z;1920-07-01T00:00:00Z;all
ARM;Q207272;Q124759135;OUN Uprising of 1939;Q350604;armed conflict;1939-09-12T00:00:00Z;1939-10-01T00:00:00Z;all
ARM;Q207272;Q130342467;Vilnius conflict;Q180684;conflito;1920-10-09T00:00:00Z;1939-10-10T00:00:00Z;ge1900
ARM;Q2305208;Q56401123;Occupation of Vaasa;Q178561;batalha;;;all
ARM;Q2305208;Q18661133;Battle of Oulu;Q178561;batalha;;;all
ARM;Q2305208;Q98087547;Battle of Przewodowem;Q178561;batalha;1920-08-10T00:00:00Z;1920-08-11T00:00:00Z;all
ARM;Q2305208;Q2498317;Operation Schlußstein;Q178561;batalha;1918-08-12T00:00:00Z;1918-09-27T00:00:00Z;all
ARM;Q2305208;Q18662408;Battle of Tornio;Q178561;batalha;;;all
ARM;Q2305208;Q124071931;Astrakhan Campaign;Q645883;operação militar;;;all
ARM;Q2305208;Q760017;Black Sea mutiny;Q350604;armed conflict;;;all
ARM;Q2305208;Q131300677;Q131300677;Q350604;armed conflict;;;all
ARM;Q2305208;Q125318409;Crimean Tatar uprising;Q350604;armed conflict;1918-04-18T00:00:00Z;1918-04-27T00:00:00Z;all
ARM;Q133356;Q186284;Guerra Polaco-Soviética;Q198;guerra;1919-02-01T00:00:00Z;1921-03-01T00:00:00Z;all
ARM;Q133356;Q2419855;Guerra Ucraniano-Soviética;Q198;guerra;1917-01-01T00:00:00Z;1921-01-01T00:00:00Z;all
ARM;Q133356;Q135045418;Proskuriv offensive;Q645883;operação militar;1919-06-01T00:00:00Z;1919-07-16T00:00:00Z;all
ARM;Q133356;Q2001082;Intervenção dos Aliados na Guerra Civil Russa;Q645883;operação militar;1918-01-01T00:00:00Z;1925-01-01T00:00:00Z;all
ARM;Q2895;Q186284;Guerra Polaco-Soviética;Q198;guerra;1919-02-01T00:00:00Z;1921-03-01T00:00:00Z;all
ATF;Q1071439;Q4127978;Second Madagascar expedition;Q645883;operação militar;1894-12-01T00:00:00Z;1895-09-01T00:00:00Z;all
ATF;Q1071439;Q942561;First Madagascar expedition;Q645883;operação militar;1883-05-01T00:00:00Z;1885-12-01T00:00:00Z;all
ATG;Q2526023;Q5453254;First Maroon War;Q198;guerra;1728-01-01T00:00:00Z;1739-03-01T00:00:00Z;all
AUS;Q408;Q362;Segunda Guerra Mundial;Q198;guerra;1939-09-01T00:00:00Z;1945-09-02T00:00:00Z;all
AUS;Q408;Q18920712;guerra do Afeganistão (2015–2021);Q198;guerra;2015-01-01T00:00:00Z;2021-08-30T00:00:00Z;all
AUS;Q408;Q79911;Guerra Civil Russa;Q198;guerra;1917-11-07T00:00:00Z;1922-10-25T00:00:00Z;all
AUS;Q408;Q182865;Guerra do Afeganistão;Q198;guerra;2001-10-07T00:00:00Z;2021-08-30T00:00:00Z;all
AUS;Q408;Q215112;Segunda Guerra dos Bôeres;Q198;guerra;1899-10-23T00:00:00Z;1902-05-31T00:00:00Z;all
AUS;Q408;Q545449;Guerra do Iraque;Q198;guerra;2003-03-20T00:00:00Z;2011-12-15T00:00:00Z;all
AUS;Q408;Q8663;Guerra da Coreia;Q198;guerra;1950-06-25T00:00:00Z;1953-07-27T00:00:00Z;all
AUS;Q408;Q2342102;Guerras na Indochina;Q198;guerra;1946-01-01T00:00:00Z;1989-01-01T00:00:00Z;all
AUS;Q408;Q2354629;Emergência Malaia;Q198;guerra;1948-06-16T00:00:00Z;1960-07-12T00:00:00Z;all
AUS;Q408;Q37643;Guerra do Golfo;Q198;guerra;1990-08-02T00:00:00Z;1991-02-28T00:00:00Z;all
AUS;Q408;Q361;Primeira Guerra Mundial;Q198;guerra;1914-07-28T00:00:00Z;1918-11-11T00:00:00Z;all
AUS;Q408;Q696848;Guerra Anglo-Iraquiana;Q198;guerra;1941-05-02T00:00:00Z;1941-05-31T00:00:00Z;all
AUS;Q408;Q8740;Guerra do Vietnã;Q198;guerra;1955-11-01T00:00:00Z;1975-04-30T00:00:00Z;all
AUS;Q408;Q4677371;Action of 4 May 1917;Q178561;batalha;;;all
AUS;Q408;Q620215;Batalha do Monte Saint-Quentin;Q178561;batalha;1918-08-31T00:00:00Z;1918-09-03T00:00:00Z;all
AUS;Q408;Q544090;Batalha do Cabo Matapão;Q178561;batalha;1941-03-27T00:00:00Z;1941-03-29T00:00:00Z;all
AUS;Q408;Q16470;Desembarques da Normandia;Q178561;batalha;1944-06-06T00:00:00Z;1944-08-29T00:00:00Z;all
AUS;Q408;Q58459;Battle between HMAS Sydney and German auxiliary cruiser Kormoran;Q178561;batalha;;;all
AUS;Q408;Q1144824;Batalha de Messines;Q178561;batalha;1917-06-07T00:00:00Z;1917-06-14T00:00:00Z;all
AUS;Q408;Q4870230;Battle of Aidabasalala;Q178561;batalha;;;all
AUS;Q408;Q259526;Batalha de Long Tan;Q178561;batalha;;;all
AUS;Q408;Q1476042;Operação Anaconda;Q178561;batalha;2002-03-01T00:00:00Z;2002-03-18T00:00:00Z;all
AUS;Q408;Q2200263;Battle of the Strait of Otranto;Q178561;batalha;;;all
AUS;Q408;Q296754;Batalha de Singapura;Q178561;batalha;1942-02-08T00:00:00Z;1942-02-15T00:00:00Z;all
AUS;Q408;Q911448;Batalha de Amiens;Q178561;batalha;1918-08-08T00:00:00Z;1918-08-12T00:00:00Z;all
AUS;Q408;Q4871421;Battle of Khaz Oruzgan;Q178561;batalha;;;all
AUS;Q408;Q18920234;Battle of Labuan;Q178561;batalha;1945-06-10T00:00:00Z;1945-06-21T00:00:00Z;all
AUS;Q408;Q4873065;Battle off Endau;Q178561;batalha;1942-01-26T00:00:00Z;1942-01-27T00:00:00Z;all
AUS;Q408;Q192660;Batalha de Okinawa;Q178561;batalha;1945-04-01T00:00:00Z;1945-06-23T00:00:00Z;all
AUS;Q408;Q1636800;Battle of Cape Spada;Q178561;batalha;;;all
AUS;Q408;Q3636355;Batalha de Broodseinde;Q178561;batalha;;;all
AUS;Q408;Q1934591;Battle of North Borneo;Q178561;batalha;1945-06-10T00:00:00Z;1945-08-15T00:00:00Z;all
AUS;Q408;Q263142;Batalha do Mar de Java;Q178561;batalha;;;all
AUS;Q408;Q1440764;Batalha de Timor;Q178561;batalha;1942-02-19T00:00:00Z;1943-02-10T00:00:00Z;all
AUS;Q408;Q757871;Indian Ocean raid;Q178561;batalha;1942-03-31T00:00:00Z;1942-04-10T00:00:00Z;all
AUS;Q408;Q3636419;Battle of Durazzo;Q178561;batalha;;;all
AUS;Q408;Q154720;Batalha da Grã-Bretanha;Q178561;batalha;1940-07-10T00:00:00Z;1940-10-31T00:00:00Z;all
AUS;Q408;Q20996801;First Battle of Dernancourt;Q178561;batalha;;;all
AUS;Q408;Q207165;Batalha do Mar de Coral;Q178561;batalha;1942-05-04T00:00:00Z;1942-05-08T00:00:00Z;all
AUS;Q408;Q156554;Batalha da Jutlândia;Q178561;batalha;1916-05-31T00:00:00Z;1916-06-01T00:00:00Z;all
AUS;Q408;Q1129167;Convoy GP 55;Q178561;batalha;1943-06-15T00:00:00Z;1943-06-20T00:00:00Z;all
AUS;Q408;Q4871074;Battle of Gang Toi;Q178561;batalha;;;all
AUS;Q408;Q1536686;Battle of Sunda Strait;Q178561;batalha;1942-02-28T00:00:00Z;1942-03-01T00:00:00Z;all
AUS;Q408;Q4870789;Battle of Coral–Balmoral;Q178561;batalha;1968-05-12T00:00:00Z;1968-06-06T00:00:00Z;all
AUS;Q408;Q39356102;Exercise Pitch Black 2008;Q645883;operação militar;2008-06-06T00:00:00Z;2008-06-27T00:00:00Z;all
AUS;Q408;Q2468365;Intervenção militar estrangeira no norte da Rússia;Q645883;operação militar;1918-06-01T00:00:00Z;1920-03-01T00:00:00Z;all
AUS;Q408;Q2156895;Campanha de Bornéu;Q645883;operação militar;1945-05-01T00:00:00Z;1945-08-15T00:00:00Z;all
AUS;Q408;Q124607469;Australian Occupation of Nauru;Q645883;operação militar;1914-09-09T00:00:00Z;1914-11-06T00:00:00Z;all
AUS;Q408;Q18651204;Missão Apoio Resoluto;Q645883;operação militar;2014-12-28T00:00:00Z;2021-07-12T00:00:00Z;all
AUS;Q408;Q112118180;Marara 2022;Q645883;operação militar;2022-05-08T00:00:00Z;2022-05-18T00:00:00Z;all
AUS;Q408;Q82542;Ofensiva do Tet;Q645883;operação militar;1968-01-30T00:00:00Z;1968-09-23T00:00:00Z;all
AUS;Q408;Q218678;Campanha Norte-Africana;Q645883;operação militar;1940-06-10T00:00:00Z;1943-05-16T00:00:00Z;all
AUS;Q408;Q39355706;Exercise Pitch Black 2006;Q645883;operação militar;2006-07-31T00:00:00Z;2006-08-18T00:00:00Z;all
AUS;Q408;Q125545037;Australian occupation of Nauru;Q645883;operação militar;1914-09-09T00:00:00Z;1914-11-06T00:00:00Z;all
AUS;Q408;Q15243087;Japanese occupation of British Borneo;Q645883;operação militar;1941-01-01T00:00:00Z;1945-01-01T00:00:00Z;all
AUS;Q408;Q107802;Invasão do Iraque em 2003;Q645883;operação militar;2003-03-20T00:00:00Z;2003-05-01T00:00:00Z;all
AUS;Q408;Q699036;Organização de Supervisão de Trégua das Nações Unidas;Q645883;operação militar;;;all
AUS;Q408;Q17507684;intervenção militar na Síria e no Iraque;Q645883;operação militar;2014-06-13T00:00:00Z;;all
AUS;Q408;Q524272;Frente do Sudeste da Ásia na Segunda Guerra Mundial;Q350604;armed conflict;1941-12-08T00:00:00Z;1945-09-09T00:00:00Z;all
AUS;Q408;Q184425;Guerra do Pacífico;Q350604;armed conflict;1941-12-07T00:00:00Z;1945-09-02T00:00:00Z;all
AUS;Q174193;Q2470023;Flagstaff War;Q198;guerra;1845-03-11T00:00:00Z;1846-01-11T00:00:00Z;all
AUS;Q174193;Q772814;Guerra das Castas;Q198;guerra;1847-01-01T00:00:00Z;1901-01-01T00:00:00Z;all
AUS;Q174193;Q329203;Primeira Guerra dos Bôeres;Q198;guerra;1880-12-20T00:00:00Z;1881-03-23T00:00:00Z;all
AUS;Q174193;Q2441248;Guerra Anglo-Russa;Q198;guerra;1807-09-02T00:00:00Z;1812-07-18T00:00:00Z;all
AUS;Q174193;Q2996302;Ataques fenianos;Q198;guerra;1866-04-01T00:00:00Z;1871-10-01T00:00:00Z;all
AUS;Q174193;Q234738;Guerra de Independência da Turquia;Q198;guerra;1919-05-19T00:00:00Z;1923-07-24T00:00:00Z;all
AUS;Q174193;Q26013;Guerra anglo-americana de 1812;Q198;guerra;1812-06-18T00:00:00Z;1815-02-18T00:00:00Z;all
AUS;Q174193;Q249232;Terceira Coligação;Q198;guerra;1805-01-01T00:00:00Z;1806-01-01T00:00:00Z;all
AUS;Q174193;Q1269777;Guerra Dano-Sueca de 1808–1809;Q198;guerra;1808-03-14T00:00:00Z;1809-12-10T00:00:00Z;all
AUS;Q174193;Q1116646;Guerra Anglo-Sueca;Q198;guerra;1810-11-17T00:00:00Z;1812-07-18T00:00:00Z;all
AUS;Q174193;Q426201;Gunboat War;Q198;guerra;1807-01-01T00:00:00Z;1814-01-01T00:00:00Z;all
AUS;Q174193;Q856168;Guerra dos pastéis;Q198;guerra;1838-11-27T00:00:00Z;1839-03-09T00:00:00Z;all
AUS;Q174193;Q1259237;Terceira Guerra Anglo-Afegã;Q198;guerra;1919-05-06T00:00:00Z;1919-08-08T00:00:00Z;all
AUS;Q174193;Q989092;Primeira Guerra Anglo-Afegã;Q198;guerra;1839-03-01T00:00:00Z;1842-10-01T00:00:00Z;all
AUS;Q174193;Q191282;Primeira Guerra do Ópio;Q198;guerra;1839-03-18T00:00:00Z;1842-08-29T00:00:00Z;all
AUS;Q174193;Q1064335;Guerra do Porco;Q198;guerra;1859-06-15T00:00:00Z;1859-10-01T00:00:00Z;all
AUS;Q174193;Q617772;Guerra Anglo-Persa;Q198;guerra;1856-11-01T00:00:00Z;1857-04-04T00:00:00Z;all
AUS;Q174193;Q418151;Segunda Guerra do Ópio;Q198;guerra;1856-01-01T00:00:00Z;1860-01-01T00:00:00Z;all
AUS;Q174193;Q233559;Segunda Guerra dos Cem Anos;Q198;guerra;1688-01-01T00:00:00Z;1815-01-01T00:00:00Z;all
AUS;Q174193;Q4120277;Segunda Guerra Civil de Samoa;Q198;guerra;1898-01-01T00:00:00Z;1899-01-01T00:00:00Z;all
AUS;Q174193;Q152499;Guerra Peninsular;Q198;guerra;1808-05-02T00:00:00Z;1814-04-17T00:00:00Z;all
AUS;Q174193;Q1352401;Bombardeio de Kagoshima;Q198;guerra;1863-08-15T00:00:00Z;1863-08-17T00:00:00Z;all
AUS;Q174193;Q132156616;Second Anglo–Ashanti War;Q198;guerra;1863-03-01T00:00:00Z;1864-06-01T00:00:00Z;all
AUS;Q174193;Q15053704;Coalition Wars;Q198;guerra;1792-04-20T00:00:00Z;1815-11-20T00:00:00Z;all
AUS;Q174193;Q220984;Guerras do ópio;Q198;guerra;1839-09-04T00:00:00Z;1860-10-24T00:00:00Z;all
AUS;Q174193;Q11121257;Camphor War;Q198;guerra;;;all
AUS;Q174193;Q698312;Guerra de Aroostook;Q198;guerra;1838-01-01T00:00:00Z;1839-01-01T00:00:00Z;all
AUS;Q174193;Q7565812;Guerras sul-africanas;Q198;guerra;1879-01-01T00:00:00Z;1915-01-01T00:00:00Z;all
AUS;Q174193;Q40837;Guerras Anglo-Afegãs;Q198;guerra;;;all
AUS;Q174193;Q900693;Guerras Seminoles;Q198;guerra;1816-01-01T00:00:00Z;1858-01-01T00:00:00Z;all
AUS;Q174193;Q131926873;First Anglo–Ashanti War;Q198;guerra;1823-12-01T00:00:00Z;1831-04-27T00:00:00Z;all
AUS;Q174193;Q2600326;Guerra Egípcio-Otomana;Q198;guerra;1839-01-01T00:00:00Z;1841-01-01T00:00:00Z;all
AUS;Q174193;Q2889339;Australian frontier wars;Q198;guerra;1794-09-01T00:00:00Z;1899-01-01T00:00:00Z;all
AUS;Q174193;Q135798184;Anglo-Bruneian War;Q198;guerra;1845-08-19T00:00:00Z;1846-12-24T00:00:00Z;all
AUS;Q174193;Q7166879;Perak War;Q198;guerra;1875-01-01T00:00:00Z;1876-01-01T00:00:00Z;all
AUS;Q174193;Q616939;Guerra anglo-egípcia de 1882;Q198;guerra;1882-07-01T00:00:00Z;1882-09-01T00:00:00Z;all
AUS;Q174193;Q361;Primeira Guerra Mundial;Q198;guerra;1914-07-28T00:00:00Z;1918-11-11T00:00:00Z;all
AUS;Q174193;Q26749;Segunda Coligação;Q198;guerra;1798-01-01T00:00:00Z;1801-01-01T00:00:00Z;all
AUS;Q174193;Q4065191;Anglo-Spanish War;Q198;guerra;1796-08-01T00:00:00Z;1808-03-25T00:00:00Z;all
AUS;Q174193;Q2888184;Battle of Bothaville;Q178561;batalha;;;all
AUS;Q174193;Q2888406;Battle of Diamond Hill;Q178561;batalha;;;all
AUS;Q174193;Q2885195;Batalha de Toulouse;Q178561;batalha;;;all
AUS;Q174193;Q2890033;Battle of Sorauren;Q178561;batalha;1813-07-28T00:00:00Z;1813-08-01T00:00:00Z;all
AUS;Q174193;Q2887888;Battle of Armentières;Q178561;batalha;1914-10-13T00:00:00Z;1914-11-02T00:00:00Z;all
AUS;Q174193;Q2888152;Batalha de Blood River Poort;Q178561;batalha;;;all
AUS;Q174193;Q2889815;Battle of Rooiwal;Q178561;batalha;;;all
AUS;Q174193;Q2889700;Battle of Pozières;Q178561;batalha;1916-07-23T00:00:00Z;1916-08-07T00:00:00Z;all
AUS;Q174193;Q2889928;Batalha de San Marcial;Q178561;batalha;;;all
AUS;Q174193;Q2889668;Battle of Poplar Grove;Q178561;batalha;;;all
AUS;Q174193;Q2890534;Combate do Côa;Q178561;batalha;;;all
AUS;Q174193;Q2889933;Batalha de Sanna's Post;Q178561;batalha;;;all
AUS;Q174193;Q2888079;Battle of Baker's Farm;Q178561;batalha;;;all
AUS;Q174193;Q2890273;Battle of Tweebosch;Q178561;batalha;;;all
AUS;Q174193;Q2888447;Battle of Driefontein;Q178561;batalha;;;all
AUS;Q174193;Q2888083;Battle of Bakenlaagte;Q178561;batalha;;;all
AUS;Q174193;Q2889191;Batalha de Magdhaba;Q178561;batalha;;;all
AUS;Q174193;Q2888598;Battle of Garris;Q178561;batalha;;;all
AUS;Q174193;Q2889543;Battle of Nooitgedacht;Q178561;batalha;;;all
AUS;Q174193;Q2888212;Battle of Bukoba;Q178561;batalha;1915-06-21T00:00:00Z;1915-06-23T00:00:00Z;all
AUS;Q174193;Q2890553;Batalha de Nivelle;Q178561;batalha;;;all
AUS;Q174193;Q2887933;Battle of Elands River;Q178561;batalha;;;all
AUS;Q174193;Q2889850;Battle of Saint-Charles;Q178561;batalha;;;all
AUS;Q174193;Q2888919;Battle of Kirbekan;Q178561;batalha;;;all
AUS;Q174193;Q2890551;Batalha do Nive;Q178561;batalha;1813-12-09T00:00:00Z;1813-12-13T00:00:00Z;all
AUS;Q174193;Q2888625;Battle of Ginnis;Q178561;batalha;;;all
AUS;Q174193;Q2888338;Battle of Cook's Mills;Q178561;batalha;;;all
AUS;Q174193;Q2889839;Batalha do Sabugal;Q178561;batalha;;;all
AUS;Q174193;Q2888632;Battle of Gingindlovu;Q178561;batalha;;;all
AUS;Q174193;Q2888123;Battle of Beauharnois;Q178561;batalha;;;all
AUS;Q174193;Q2889080;Battle of Lacolle;Q178561;batalha;;;all
AUS;Q174193;Q2889085;Battle of Ladysmith;Q178561;batalha;;;all
AUS;Q174193;Q2888133;Battle of Benavente;Q178561;batalha;;;all
AUS;Q174193;Q2791318;Primeira Batalha de Gaza;Q178561;batalha;;;all
AUS;Q174193;Q2887988;Battle of Nsamankow;Q178561;batalha;;;all
AUS;Q174193;Q2890200;Battle of Tofrek;Q178561;batalha;;;all
AUS;Q174193;Q2888523;Battle of Fort Dearborn;Q178561;batalha;;;all
AUS;Q174193;Q2889354;Ofensiva de Monastir;Q178561;batalha;1916-09-12T00:00:00Z;1916-12-11T00:00:00Z;all
AUS;Q174193;Q2888006;Battle of Odelltown;Q178561;batalha;;;all
AUS;Q174193;Q2888007;Battle of Ogdensburg;Q178561;batalha;;;all
AUS;Q174193;Q2888366;Emboscada de Crossbarry;Q178561;batalha;;;all
AUS;Q174193;Q2887866;Battle of Aong;Q178561;batalha;;;all
AUS;Q174193;Q2887871;Battle of Argaon;Q178561;batalha;;;all
AUS;Q174193;Q2890481;Battle of Mackinac Island;Q178561;batalha;1814-07-26T00:00:00Z;1814-08-04T00:00:00Z;all
AUS;Q174193;Q2889862;Battle of Saint-Denis;Q178561;batalha;;;all
AUS;Q174193;Q2887895;Battle of Colonia del Sacramento;Q178561;batalha;1807-04-21T00:00:00Z;1807-04-22T00:00:00Z;all
AUS;Q174193;Q2888172;Battle of Boomplaats;Q178561;batalha;;;all
AUS;Q174193;Q2888690;Battle of Groenkop;Q178561;batalha;;;all
AUS;Q174193;Q2889133;Batalha de Leliefontein;Q178561;batalha;;;all
AUS;Q174193;Q2888693;Battle of Groenkloof;Q178561;batalha;;;all
AUS;Q174193;Q2889750;Combate de Redinha;Q178561;batalha;;;all
AUS;Q174193;Q2890503;Batalha do Bidasoa;Q178561;batalha;;;all
AUS;Q174193;Q247871;Battle of Talana Hill;Q178561;batalha;;;all
AUS;Q174193;Q388581;Segunda Batalha de Gaza;Q178561;batalha;1917-04-17T00:00:00Z;1917-04-19T00:00:00Z;all
AUS;Q174193;Q1390639;Battle of Frenchman's Creek;Q178561;batalha;;;all
AUS;Q174193;Q1127035;Battle of La Bassée;Q178561;batalha;1914-10-10T00:00:00Z;1914-11-02T00:00:00Z;all
AUS;Q174193;Q2091915;Battle of Bomarsund;Q178561;batalha;;;all
AUS;Q174193;Q1582511;Batalha de Ctesiphon (1915);Q178561;batalha;1915-11-22T00:00:00Z;1915-11-25T00:00:00Z;all
AUS;Q174193;Q1420382;Batalha de Tel el-Kebir;Q178561;batalha;;;all
AUS;Q174193;Q910528;Battle of Mudki;Q178561;batalha;;;all
AUS;Q174193;Q1752783;Battle of the Chateauguay;Q178561;batalha;;;all
AUS;Q174193;Q1345169;Battle of the Sambre;Q178561;batalha;;;all
AUS;Q174193;Q2237506;Battle of Ferkeh;Q178561;batalha;;;all
AUS;Q174193;Q177470;Battle of Stoney Creek;Q178561;batalha;;;all
AUS;Q174193;Q2547952;Action at Bronkhorstspruit;Q178561;batalha;;;all
AUS;Q174193;Q2665626;Batalha de Bersebá;Q178561;batalha;;;all
AUS;Q174193;Q1327145;Battle of Basra;Q178561;batalha;1914-11-11T00:00:00Z;1914-11-22T00:00:00Z;all
AUS;Q174193;Q1761867;Battle of Ramnagar;Q178561;batalha;;;all
AUS;Q174193;Q1361990;Battle of Lacolle Mills;Q178561;batalha;;;all
AUS;Q174193;Q1988331;Battle of Doiran;Q178561;batalha;1916-08-09T00:00:00Z;1916-08-18T00:00:00Z;all
AUS;Q174193;Q2634717;Battle of Bazentin Ridge;Q178561;batalha;1916-07-14T00:00:00Z;1916-07-17T00:00:00Z;all
AUS;Q174193;Q2337604;Batalha da Colina 70;Q178561;batalha;1917-08-15T00:00:00Z;1917-08-25T00:00:00Z;all
AUS;Q174193;Q957155;Battle of Dujaila;Q178561;batalha;;;all
AUS;Q174193;Q1276340;Battle of Atbara;Q178561;batalha;;;all
AUS;Q174193;Q925917;Third Battle of Artois;Q178561;batalha;1915-09-15T00:00:00Z;1915-11-04T00:00:00Z;all
AUS;Q174193;Q845845;Battle of Kraaipan;Q178561;batalha;;;all
AUS;Q174193;Q2237713;Battle of Paardeberg;Q178561;batalha;1900-02-18T00:00:00Z;1900-02-27T00:00:00Z;all
AUS;Q174193;Q233379;Second Battle of Krithia;Q178561;batalha;1915-05-06T00:00:00Z;1915-05-08T00:00:00Z;all
AUS;Q174193;Q1137302;Batalha de Ondurmã;Q178561;batalha;;;all
AUS;Q174193;Q2063236;Majuba Hill;Q178561;batalha;;;all
AUS;Q174193;Q1989784;Batalha de Moreuil Wood;Q178561;batalha;;;all
AUS;Q174193;Q2722527;Batalha de Romani;Q178561;batalha;1916-08-03T00:00:00Z;1916-08-05T00:00:00Z;all
AUS;Q174193;Q2718092;Battle of Sahagún;Q178561;batalha;;;all
AUS;Q174193;Q2166177;Battle of Ulundi;Q178561;batalha;;;all
AUS;Q174193;Q1989637;Batalha de Festubert;Q178561;batalha;;;all
AUS;Q174193;Q2462283;Terceira Batalha de Aisne;Q178561;batalha;1918-05-27T00:00:00Z;1918-06-06T00:00:00Z;all
AUS;Q174193;Q1793109;Battle of Chippawa;Q178561;batalha;;;all
AUS;Q174193;Q783792;Battle of St. Quentin Canal;Q178561;batalha;1918-09-29T00:00:00Z;1918-10-10T00:00:00Z;all
AUS;Q174193;Q1988630;Battle of Doiran;Q178561;batalha;1917-04-22T00:00:00Z;1917-05-08T00:00:00Z;all
AUS;Q174193;Q1416369;Battle of Crysler's Farm;Q178561;batalha;;;all
AUS;Q174193;Q941322;Terceira batalha de Gaza;Q178561;batalha;1917-11-01T00:00:00Z;1917-11-02T00:00:00Z;all
AUS;Q174193;Q1096151;Batalha de Delville Wood;Q178561;batalha;1916-07-14T00:00:00Z;1916-09-15T00:00:00Z;all
AUS;Q174193;Q364322;Battle of Lundy's Lane;Q178561;batalha;;;all
AUS;Q174193;Q1776203;Third Battle of Krithia;Q178561;batalha;;;all
AUS;Q174193;Q1378270;Batalha de Jerusalém;Q178561;batalha;1917-11-17T00:00:00Z;1917-12-30T00:00:00Z;all
AUS;Q174193;Q1670862;Battle of Hlobane;Q178561;batalha;;;all
AUS;Q174193;Q2510511;Batalha de Abukir (1801);Q178561;batalha;;;all
AUS;Q174193;Q868249;Batalha de Colenso;Q178561;batalha;;;all
AUS;Q174193;Q1320675;Batalha de Havrincourt;Q178561;batalha;;;all
AUS;Q174193;Q2455332;Batalha de Ginchy;Q178561;batalha;;;all
