iso3,country,site,site_qid,type,year,lat,lon
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2021,50.117222222222,12.350555555556
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2021,46.123608333333,3.4202777777778
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2021,48.009994444444,16.233605555556
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2021,50.197775,10.075
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2021,51.381305555556,-2.3590555555556
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2014,50.330555555556,7.7286083333333
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2014,50.492222222222,5.8669444444444
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2014,49.964958333333,12.701322222222
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2014,43.888605555556,10.779444444444
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2014,48.757494444444,8.2424944444444
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2014,50.223055555556,12.883605555556
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2014,50.117222222222,12.350555555556
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2014,46.123608333333,3.4202777777778
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2014,48.009994444444,16.233605555556
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2014,50.197775,10.075
BEL,Bélgica,Grandes cidades termais da Europa,Q16064866,,2014,51.381305555556,-2.3590555555556
BEL,Bélgica,Colonies of Benevolence,Q64590591,,2021,53.042222,6.391589
BEN,Benin,Palácios Reais de Abomei,Q2425839,palácio,1985,7.18645,1.9940027777778
BEN,Benin,Palácios Reais de Abomei,Q2425839,palácio,1985,7.18556,1.98806
BEN,Benin,Royal Palace Museum,Q2784858,palácio,1996,6.4694722222222,2.6251944444444
BEN,Benin,Royal Palace Museum,Q2784858,museu,1996,6.4694722222222,2.6251944444444
BEN,Benin,Koutammakou,Q508040,povoamento humano,2004,10.0674441,1.1345348
BEN,Benin,Koutammakou,Q508040,povoamento humano,2004,10.1,1.0666666666667
BEN,Benin,Palácios Reais de Abomei,Q2425839,Museu Histórico de Abomey,1985,7.18645,1.9940027777778
BEN,Benin,Palácios Reais de Abomei,Q2425839,Museu Histórico de Abomey,1985,7.18556,1.98806
BEN,Benin,Complexo W-Arly-Pendjari,Q25379596,grupo de áreas protegidas,2020,11.53,2.29
BEN,Benin,Complexo W-Arly-Pendjari,Q25379596,grupo de áreas protegidas,2020,11.8842,2.4878
BEN,Benin,Complexo W-Arly-Pendjari,Q25379596,grupo de áreas protegidas,1996,11.53,2.29
BEN,Benin,Complexo W-Arly-Pendjari,Q25379596,grupo de áreas protegidas,1996,11.8842,2.4878
BEN,Benin,Koutammakou,Q508040,paisagem cultural,2004,10.0674441,1.1345348
BEN,Benin,Koutammakou,Q508040,monumento,2004,10.0674441,1.1345348
BEN,Benin,Koutammakou,Q508040,paisagem cultural,2004,10.1,1.0666666666667
BEN,Benin,Koutammakou,Q508040,monumento,2004,10.1,1.0666666666667
BFA,Burquina Faso,Complexo W-Arly-Pendjari,Q25379596,grupo de áreas protegidas,2020,11.53,2.29
BFA,Burquina Faso,Complexo W-Arly-Pendjari,Q25379596,grupo de áreas protegidas,2020,11.8842,2.4878
BFA,Burquina Faso,Complexo W-Arly-Pendjari,Q25379596,grupo de áreas protegidas,1996,11.53,2.29
BFA,Burquina Faso,Complexo W-Arly-Pendjari,Q25379596,grupo de áreas protegidas,1996,11.8842,2.4878
BFA,Burquina Faso,Ruins of Loropéni,Q1269931,sítio arqueológico,2009,10.310277777778,-3.5630555555556
BFA,Burquina Faso,Royal Court of Tiébélé,Q65684910,conjunto de edifícios,2024,11.089722222222,-0.96155555555556
BFA,Burquina Faso,Royal Court of Tiébélé,Q65684910,conjunto de edifícios,2012,11.089722222222,-0.96155555555556
BFA,Burquina Faso,Ancient ferrous metallurgy sites of Burkina Faso,Q65685157,conjunto de estruturas ou edifícios,2019,12.5878,-3.329
BFA,Burquina Faso,Ancient ferrous metallurgy sites of Burkina Faso,Q65685157,conjunto de estruturas ou edifícios,2012,12.5878,-3.329
BGD,Bangladesh,Paharpur,Q305044,Viara,1985,25.03111111,88.97694444
BGD,Bangladesh,Cidade-mesquita histórica de Bagerhat,Q799893,povoamento humano,1985,22.66097,89.75855
BGD,Bangladesh,Sundarbans Reserved Forest,Q42725548,floresta,1997,22.033333333333,89.516666666667
BGD,Bangladesh,Sundarbans Reserved Forest,Q42725548,floresta,1992,22.033333333333,89.516666666667
BGD,Bangladesh,Paharpur,Q305044,ruína,1985,25.03111111,88.97694444
BGD,Bangladesh,Sundarbans Reserved Forest,Q42725548,manguezal,1997,22.033333333333,89.516666666667
BGD,Bangladesh,Sundarbans Reserved Forest,Q42725548,manguezal,1992,22.033333333333,89.516666666667
BGR,Bulgária,Igreja de Boyana,Q276553,museu,1979,42.644672222222,23.266172222222
BGR,Bulgária,Túmulo Trácio de Kazanlak,Q301815,museu,1979,42.625555555556,25.399166666667
BGR,Bulgária,Igrejas Rupestres de Ivanovo,Q503387,museu,1979,43.695555555556,25.988055555556
BGR,Bulgária,Parque Nacional Pirin,Q651314,parque nacional,1983,41.672222222222,23.487777777778
BGR,Bulgária,Reserva Natural de Srebarna,Q122082,reserva da biosfera,1975,44.111116,27.072206
BGR,Bulgária,Reserva Natural de Srebarna,Q122082,reserva da biosfera,1983,44.111116,27.072206
BGR,Bulgária,Túmulo Trácio de Kazanlak,Q301815,tumba,1979,42.625555555556,25.399166666667
BGR,Bulgária,Túmulo trácio de Svechtari,Q650531,tumba,1985,43.744964,26.7663
BGR,Bulgária,Florestas primárias de faias dos Cárpatos e de outras regiões da Europa,Q156011,área protegida,2007,49.0,15.0
BGR,Bulgária,Ancient City of Nessebar,Q64617320,centro histórico,1983,42.65611,27.73
BGR,Bulgária,Igreja de Boyana,Q276553,igreja ortodoxa,1979,42.644672222222,23.266172222222
BGR,Bulgária,Rila Monastery,Q64617589,conjunto de edifícios,1983,42.116666666667,23.4
BGR,Bulgária,Nessebar,Q193241,estância balnear,,42.659507,27.724724
BGR,Bulgária,Cavaleiro de Madara,Q319296,escultura,1979,43.2773746,27.1188945
BGR,Bulgária,Florestas primárias de faias dos Cárpatos e de outras regiões da Europa,Q156011,grupo,2007,49.0,15.0
BGR,Bulgária,Nessebar,Q193241,sede de município,,42.659507,27.724724
BGR,Bulgária,Igrejas Rupestres de Ivanovo,Q503387,grupo,1979,43.695555555556,25.988055555556
BGR,Bulgária,Nessebar,Q193241,cidade da Bulgária,,42.659507,27.724724
BGR,Bulgária,Nessebar,Q193241,termas,,42.659507,27.724724
BHR,Barein,Indústria perlífera do Bahrein,Q1889313,conjunto de estruturas ou edifícios,2012,26.25,50.61
BHR,Barein,Qal at al Bahrain,Q740104,património cultural,2005,26.233611111111,50.520555555556
BHR,Barein,Qal at al Bahrain,Q740104,sítio arqueológico,2005,26.233611111111,50.520555555556
BHR,Barein,Túmulos de Dilmun,Q5276996,necrópole,2019,26.14972222,50.51277778
BHR,Barein,Túmulos de Dilmun,Q5276996,necrópole,2008,26.14972222,50.51277778
BIH,Bósnia e Herzegovina,Ponte Mehmed Paša Sokolović,Q210055,ponte em arco,2007,43.78248,19.28794
BIH,Bósnia e Herzegovina,Vjetrenica,Q2880621,acidente geográfico,2024,42.845833333333,17.983888888889
BIH,Bósnia e Herzegovina,Vjetrenica,Q2880621,acidente geográfico,2004,42.845833333333,17.983888888889
BIH,Bósnia e Herzegovina,Florestas primárias de faias dos Cárpatos e de outras regiões da Europa,Q156011,área protegida,2007,49.0,15.0
BIH,Bósnia e Herzegovina,Old Bridge Area of the Old City of Mostar,Q16333723,área protegida,2005,,
BIH,Bósnia e Herzegovina,Florestas primárias de faias dos Cárpatos e de outras regiões da Europa,Q156011,grupo,2007,49.0,15.0
BIH,Bósnia e Herzegovina,Ponte Mehmed Paša Sokolović,Q210055,ponte em alvenaria,2007,43.78248,19.28794
BIH,Bósnia e Herzegovina,Stećci,Q29000652,grupo,2016,43.092213888889,17.924052777778
BLR,Bielorrússia,Arco Geodésico de Struve,Q192243,Património Mundial da Unesco,2005,52.289444444444,25.649444444444
BLR,Bielorrússia,Parque Nacional Białowieża,Q192666,floresta,1979,52.75,23.95
BLR,Bielorrússia,Complexo do Castelo de Mir,Q209643,castelo,2000,53.451266666667,26.472894444444
BLR,Bielorrússia,Parque Nacional Białowieża,Q192666,reserva natural,1979,52.75,23.95
BLR,Bielorrússia,Parque Nacional Białowieża,Q192666,reserva da biosfera,1979,52.75,23.95
BLR,Bielorrússia,Parque Nacional Białowieża,Q192666,floresta primária,1979,52.75,23.95
BLR,Bielorrússia,Arco Geodésico de Struve,Q192243,complexo de edifícios,2005,52.289444444444,25.649444444444
BLR,Bielorrússia,Arco Geodésico de Struve,Q192243,meridiano (geodesia),2005,52.289444444444,25.649444444444
BLR,Bielorrússia,"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh",Q15278712,complexo palaciano,2005,53.22278,26.69139
BLZ,Belize,Rede de Reservas dos Recifes da Barreira do Belize,Q28361,cayo,1996,17.2625,-88.052777777778
BLZ,Belize,Rede de Reservas dos Recifes da Barreira do Belize,Q28361,recife,1996,17.2625,-88.052777777778
BOL,Bolívia,Pantanal,Q157603,património natural,2002,-17.4,-57.5
BOL,Bolívia,Pantanal,Q157603,património natural,2000,-17.4,-57.5
BOL,Bolívia,Historic City of Sucre,Q16522830,centro histórico,1991,-19.04799,-65.259591944444
BOL,Bolívia,Historic Center of Sucre,Q135448360,centro histórico,1991,-19.047929,-65.259626
BOL,Bolívia,Pantanal,Q157603,planície,2002,-17.4,-57.5
BOL,Bolívia,Pantanal,Q157603,planície,2000,-17.4,-57.5
BOL,Bolívia,Pantanal,Q157603,savana,2002,-17.4,-57.5
BOL,Bolívia,Pantanal,Q157603,savana,2000,-17.4,-57.5
BOL,Bolívia,Parque Nacional de Noel Kempff Mercado,Q650710,parque nacional,2000,-14.23028,-60.84667
BOL,Bolívia,Potosí,Q35045,cidade,1987,-19.589166666667,-65.753333333333
BOL,Bolívia,Historic City of Sucre,Q16522830,espaço urbano,1991,-19.04799,-65.259591944444
BOL,Bolívia,Historic Center of Sucre,Q135448360,espaço urbano,1991,-19.047929,-65.259626
BOL,Bolívia,Potosí,Q35045,espaço urbano,1987,-19.589166666667,-65.753333333333
BOL,Bolívia,Pantanal,Q157603,pântano,2002,-17.4,-57.5
BOL,Bolívia,Pantanal,Q157603,pântano,2000,-17.4,-57.5
BOL,Bolívia,Forte de Samaipata,Q876451,sítio arqueológico,1998,-18.178355555556,-63.818988888889
BOL,Bolívia,Tiwanaku,Q61750,sítio arqueológico,2000,-16.554722222222,-68.673333333333
BOL,Bolívia,Chiquitos,Q33934,Missões,1990,-16.2748,-62.5072
BOL,Bolívia,Potosí,Q35045,cidade grande,1987,-19.589166666667,-65.753333333333
BOL,Bolívia,Pantanal,Q157603,ecorregião da WWF,2002,-17.4,-57.5
BOL,Bolívia,Pantanal,Q157603,ecorregião da WWF,2000,-17.4,-57.5
BOL,Bolívia,Tiwanaku,Q61750,cidade da Antiguidade,2000,-16.554722222222,-68.673333333333
BOL,Bolívia,Pantanal,Q157603,Pradarias e savanas inundadas,2002,-17.4,-57.5
BOL,Bolívia,Pantanal,Q157603,Pradarias e savanas inundadas,2000,-17.4,-57.5
BOL,Bolívia,Historic City of Sucre,Q16522830,zona de cidade,1991,-19.04799,-65.259591944444
BOL,Bolívia,Historic Center of Sucre,Q135448360,bem cultural,1991,-19.047929,-65.259626
BOL,Bolívia,Pantanal,Q157603,zona húmida,2002,-17.4,-57.5
BOL,Bolívia,Pantanal,Q157603,zona húmida,2000,-17.4,-57.5
BOL,Bolívia,Caminhos Incas,Q948975,rede de estradas,2014,-18.25,-69.59166667
BOL,Bolívia,Caminhos Incas,Q948975,rede de estradas,2001,-18.25,-69.59166667
BRA,Brasil,Sítio Roberto Burle Marx,Q56695607,museu,2021,-23.02385,-43.54474
BRA,Brasil,Sítio Roberto Burle Marx,Q56695607,museu,2015,-23.02385,-43.54474
BRA,Brasil,Sítio Roberto Burle Marx,Q56695607,parque,2021,-23.02385,-43.54474
BRA,Brasil,Sítio Roberto Burle Marx,Q56695607,parque,2015,-23.02385,-43.54474
BRA,Brasil,Brasília,Q2844,cidade,1987,-15.793888888889,-47.882777777778
BRA,Brasil,Parque Nacional da Serra da Capivara,Q267394,Património Mundial da Unesco,1991,-8.6667,-42.55
BRA,Brasil,Parque Nacional da Serra da Capivara,Q267394,Património Mundial da Unesco,1993,-8.6667,-42.55
BRA,Brasil,Parque Nacional da Serra da Capivara,Q267394,Património Mundial da Unesco,1993,-8.6667,-42.55
BRA,Brasil,Parque Nacional dos Lençóis Maranhenses,Q647777,Património Mundial da Unesco,2017,-2.4858333333333,-43.128333333333
BRA,Brasil,Parque Nacional dos Lençóis Maranhenses,Q647777,Património Mundial da Unesco,2024,-2.4858333333333,-43.128333333333
BRA,Brasil,Parque Nacional do Iguaçu,Q742315,Património Mundial da Unesco,1986,-25.68333333,-54.43333333
BRA,Brasil,Parque Nacional do Iguaçu,Q742315,Património Mundial da Unesco,1986,-25.5,-53.8
BRA,Brasil,Parque Nacional Cavernas do Peruaçu,Q1051873,Património Mundial da Unesco,2025,-15.12251,-44.32434
BRA,Brasil,Santuário do Bom Jesus de Matosinhos,Q1595417,igreja,1985,-20.507777777778,-43.860694444444
BRA,Brasil,Santuário do Bom Jesus de Matosinhos,Q1595417,igreja,1938,-20.507777777778,-43.860694444444
BRA,Brasil,Igreja de Nossa Senhora da Boa Morte,Q10300355,igreja,1950,-15.933639,-50.140393
BRA,Brasil,Sítio Roberto Burle Marx,Q56695607,jardim botânico,2021,-23.02385,-43.54474
BRA,Brasil,Sítio Roberto Burle Marx,Q56695607,jardim botânico,2015,-23.02385,-43.54474
BRA,Brasil,Praça dos Cogumelos,Q116089398,praça,,-15.814833055556,-47.905288888889
BRA,Brasil,Reservas de Mata Atlântica do Sudeste,Q2521895,floresta,1999,-24.166666666667,-48.0
BRA,Brasil,Floresta da Tijuca,Q14942956,floresta,,-22.963,-43.245
BRA,Brasil,Museu Historico de Sergipe,Q56200323,museu,2003,-11.0142196,-37.2054064
BRA,Brasil,Museu Historico de Sergipe,Q56200323,museu,2003,-11.0142196,-37.2054064
BRA,Brasil,Museu de Arte Sacra da Boa Morte,Q56694099,museu,,-15.934899764,-50.139734745
BRA,Brasil,Pantanal,Q157603,savana,2002,-17.4,-57.5
BRA,Brasil,Pantanal,Q157603,savana,2000,-17.4,-57.5
BRA,Brasil,Cerrado,Q278512,savana,2001,-14.005693888889,-47.684611111111
BRA,Brasil,Área de Conservação do Pantanal,Q99237891,área protegida,2000,,
BRA,Brasil,Escola Parque 307/308 Sul,Q97626839,edifício,,-15.812742,-47.904871
BRA,Brasil,Unidade de Vizinhança 107/307 e 108/308 Sul,Q97626914,edifício,,-15.814971,-47.904185
BRA,Brasil,Escola Classe 308 Sul,Q111922007,edifício,,-15.813693,-47.905209
BRA,Brasil,Jardim de Infância 308 Sul,Q116089756,edifício,,-15.814425036172,-47.9061571413
BRA,Brasil,Escola Parque 307/308 Sul,Q97626839,património cultural,,-15.812742,-47.904871
BRA,Brasil,Jardins de Burle Marx,Q97626864,património cultural,,-15.815326741472,-47.905869353006
BRA,Brasil,Escola Classe 308 Sul,Q111922007,património cultural,,-15.813693,-47.905209
BRA,Brasil,Praça dos Cogumelos,Q116089398,património cultural,,-15.814833055556,-47.905288888889
BRA,Brasil,Jardim de Infância 308 Sul,Q116089756,património cultural,,-15.814425036172,-47.9061571413
BRA,Brasil,Sítio Roberto Burle Marx,Q56695607,património histórico do Brasil,2021,-23.02385,-43.54474
BRA,Brasil,Sítio Roberto Burle Marx,Q56695607,património histórico do Brasil,2015,-23.02385,-43.54474
BRA,Brasil,Unidade de Vizinhança 107/307 e 108/308 Sul,Q97626914,património histórico do Brasil,,-15.814971,-47.904185
BRA,Brasil,Paraty e Ilha Grande – Cultura e Biodiversidade,Q66057630,grupo de áreas protegidas,2019,-23.0186,-44.6854
BRA,Brasil,Jardins de Burle Marx,Q97626864,jardim,,-15.815326741472,-47.905869353006
BRA,Brasil,Atol das Rocas,Q241074,atol,2001,-3.8663888888889,-33.801944444444
BRA,Brasil,Museu de Arte da Pampulha,Q3890034,edifício,,-19.851833333,-43.973722222
BRA,Brasil,Iate Tênis Clube,Q29470059,edifício,,-19.85417,-43.97569
BRA,Brasil,Museu Historico de Sergipe,Q56200323,edifício,2003,-11.0142196,-37.2054064
BRA,Brasil,Museu Historico de Sergipe,Q56200323,edifício,2003,-11.0142196,-37.2054064
BRA,Brasil,Atol das Rocas,Q241074,ilha,2001,-3.8663888888889,-33.801944444444
BRA,Brasil,Parque Nacional da Serra da Capivara,Q267394,parque nacional,1991,-8.6667,-42.55
BRA,Brasil,Parque Nacional da Serra da Capivara,Q267394,parque nacional,1993,-8.6667,-42.55
BRA,Brasil,Parque Nacional da Serra da Capivara,Q267394,parque nacional,1993,-8.6667,-42.55
BRA,Brasil,Parque Nacional dos Lençóis Maranhenses,Q647777,parque nacional,2017,-2.4858333333333,-43.128333333333
BRA,Brasil,Parque Nacional dos Lençóis Maranhenses,Q647777,parque nacional,2024,-2.4858333333333,-43.128333333333
BRA,Brasil,Parque Nacional do Iguaçu,Q742315,parque nacional,1986,-25.68333333,-54.43333333
BRA,Brasil,Parque Nacional do Iguaçu,Q742315,parque nacional,1986,-25.5,-53.8
BRA,Brasil,Parque Nacional Cavernas do Peruaçu,Q1051873,parque nacional,2025,-15.12251,-44.32434
BRA,Brasil,Paraty e Ilha Grande – Cultura e Biodiversidade,Q66057630,património natural,2019,-23.0186,-44.6854
BRA,Brasil,Área de Conservação do Pantanal,Q99237891,património natural,2000,,
BRA,Brasil,Pantanal,Q157603,zona húmida,2002,-17.4,-57.5
BRA,Brasil,Pantanal,Q157603,zona húmida,2000,-17.4,-57.5
BRA,Brasil,Praça São Francisco,Q7214285,praça,2010,-11.01361111,-37.20555556
BRA,Brasil,Missões Jesuítas Guarani,Q465960,património cultural,1983,-27.255280555556,-55.531669444444
BRA,Brasil,Santuário do Bom Jesus de Matosinhos,Q1595417,património cultural,1985,-20.507777777778,-43.860694444444
BRA,Brasil,Santuário do Bom Jesus de Matosinhos,Q1595417,património cultural,1938,-20.507777777778,-43.860694444444
BRA,Brasil,Plano Piloto de Brasília,Q3391360,património cultural,1990,-15.793888888889,-47.882777777778
BRA,Brasil,Plano Piloto de Brasília,Q3391360,património cultural,1987,-15.793888888889,-47.882777777778
BRA,Brasil,Centro Histórico de São Luís,Q8343768,património cultural,1997,-2.5277331402987,-44.305795125042
BRA,Brasil,Conjunto Arquitetónico da Pampulha,Q9850285,património cultural,1984,-19.851944444444,-43.973611111111
BRA,Brasil,Conjunto Arquitetónico da Pampulha,Q9850285,património cultural,2016,-19.851944444444,-43.973611111111
BRA,Brasil,Conjunto Arquitetónico da Pampulha,Q9850285,património cultural,1997,-19.851944444444,-43.973611111111
BRA,Brasil,Espaço Cultural Renato Russo,Q10274951,património cultural,,-15.812886391215,-47.905754350879
BRA,Brasil,Rio de Janeiro: Paisagens Cariocas entre a Montanha e o Mar,Q3374972,paisagem,2012,-22.94777778,-43.29138889
BRA,Brasil,Cais do Valongo,Q20048515,ruína,2017,-22.897111,-43.187394
BRA,Brasil,Pantanal,Q157603,planície,2002,-17.4,-57.5
BRA,Brasil,Pantanal,Q157603,planície,2000,-17.4,-57.5
BRA,Brasil,Reservas de Mata Atlântica da Costa do Descobrimento,Q2487302,reserva natural,1999,-16.44243,-39.06376
BRA,Brasil,Reservas de Mata Atlântica da Costa do Descobrimento,Q2487302,reserva natural,1999,-16.5,-39.25
BRA,Brasil,Reservas de Mata Atlântica do Sudeste,Q2521895,reserva natural,1999,-24.166666666667,-48.0
BRA,Brasil,Atol das Rocas,Q241074,área não incorporada,2001,-3.8663888888889,-33.801944444444
BRA,Brasil,Brasília,Q2844,capital federal,1987,-15.793888888889,-47.882777777778
BRA,Brasil,Museu de Arte da Pampulha,Q3890034,museu de arte,,-19.851833333,-43.973722222
