type_qid;type_label;root_qid;root_label
Q110760892;Japanese naval bombardments of North America during World War II;Q645883;civil conflict
Q110760892;Japanese naval bombardments of North America during World War II;Q350604;battle
Q1347944;Javelin;Q180684;military conflict
Q15914667;Jehovah's Witnesses and the Trinity;Q180684;military conflict
Q6190126;Jewish schisms;Q180684;military conflict
Q133467573;Jiang Qiulian v. Liu Nuanxi (former Liu Xin);Q180684;military conflict
Q11458054;jisha-honjo-ryō;Q180684;military conflict
Q11458058;jisha-ryō;Q180684;military conflict
Q3324182;Judaism and Mormonism;Q180684;military conflict
Q85821037;judgment of the Constitutional Court of South Africa;Q180684;military conflict
Q9283157;Juicio de residencia;Q180684;military conflict
Q4116621;Julgamento do século;Q180684;military conflict
Q120330450;July 2023 Tel Aviv attack;Q180684;military conflict
Q1190467;jungle warfare;Q180684;military conflict
Q3771751;Justiça política;Q180684;military conflict
Q12581288;K-SAAM;Q180684;military conflict
Q562998;K-SAM Pegasus;Q180684;military conflict
Q3174923;Kale borroka;Q180684;military conflict
Q4041963;KAN Little Joe;Q180684;military conflict
Q11732882;KAN-1;Q180684;military conflict
Q11625866;kani basami;Q180684;military conflict
Q12814843;Kanly;Q180684;military conflict
Q195986;Kansetsu waza;Q180684;military conflict
Q11655959;Kantō gobunkoku;Q180684;military conflict
Q11655961;Kantō goryō;Q180684;military conflict
Q11656004;Kantō shinshi shoryō;Q180684;military conflict
Q691366;KAPAP;Q180684;military conflict
Q6368153;Karakucak;Q180684;military conflict
Q11499675;katakiuchi;Q180684;military conflict
Q196431;katame waza;Q180684;military conflict
Q113510224;Kazakh Kuresi;Q180684;military conflict
Q4207613;Kazakh wrestling;Q180684;military conflict
Q108113361;Kene;Q180684;military conflict
Q11455594;keryō;Q180684;military conflict
Q3641667;Khmer traditional wrestling;Q180684;military conflict
Q65195759;Khordad 15;Q180684;military conflict
Q4357683;Khuresh;Q180684;military conflict
Q117468354;Kidical Mass;Q180684;military conflict
Q115899578;Killing of Hasan Hosnan;Q645883;civil conflict
Q16568970;Kimura lock;Q180684;military conflict
Q11739279;Kindermord;Q645883;civil conflict
Q6130253;Kinetic Energy Interceptor;Q180684;military conflict
Q122624860;King's Road style;Q180684;military conflict
Q28130248;Kingdom of Jesus Christ;Q180684;military conflict
Q12321889;Kinomutay;Q180684;military conflict
Q3197286;Kipura;Q180684;military conflict
Q12321894;kirib;Q180684;military conflict
Q1924206;knife fight;Q180684;military conflict
Q4236497;Kokh;Q180684;military conflict
Q107294785;Koral;Q180684;military conflict
Q12623876;Korean Air and Missile Defense;Q180684;military conflict
Q6781874;Koshti;Q180684;military conflict
Q1347107;Kriens RSC Missile;Q180684;military conflict
Q114731387;Kryvyi Rih strikes (2022–present);Q180684;military conflict
Q114731387;Kryvyi Rih strikes (2022–present);Q645883;civil conflict
Q114731387;Kryvyi Rih strikes (2022–present);Q350604;battle
Q42393128;KS-1 SAM;Q180684;military conflict
Q11392019;kuge-ryō;Q180684;military conflict
Q159879;Kulturkampf;Q180684;military conflict
Q9683607;kuni-ikki;Q180684;military conflict
Q9683607;kuni-ikki;Q645883;civil conflict
Q9683607;kuni-ikki;Q350604;battle
Q11621880;kurairichi;Q180684;military conflict
Q936515;Kurash;Q180684;military conflict
Q129742020;Kursk region in the Russo-Ukrainian War;Q180684;military conflict
Q129742020;Kursk region in the Russo-Ukrainian War;Q350604;battle
Q106610633;Kuwait and state-sponsored terrorism;Q645883;civil conflict
Q19696961;Kyin;Q180684;military conflict
Q11370241;Kyūshū campaign;Q180684;military conflict
Q11370241;Kyūshū campaign;Q645883;civil conflict
Q11370241;Kyūshū campaign;Q350604;battle
Q22971925;L-SAM;Q180684;military conflict
Q5782934;labor dispute;Q180684;military conflict
Q1037755;labor unrest;Q180684;military conflict
Q3937904;land claim;Q180684;military conflict
Q6483832;land-use conflict;Q180684;military conflict
Q2371837;language conflict;Q180684;military conflict
Q9020347;larrikinism;Q180684;military conflict
Q3817498;last stand;Q180684;military conflict
Q3817498;last stand;Q350604;battle
Q6498435;launch on warning;Q645883;civil conflict
Q116176464;laundry workers' strike;Q180684;military conflict
Q1554584;law of criminal procedure;Q180684;military conflict
Q1056489;lawsuit against a supernatural being;Q180684;military conflict
Q6505031;Lawsuits involving Dell Inc.;Q180684;military conflict
Q96389593;Lawsuits involving Meta Platforms;Q180684;military conflict
Q133154470;Lawsuits involving the Department of Government Efficiency;Q180684;military conflict
Q125217043;Lawsuits involving TikTok;Q180684;military conflict
Q16932409;legal case management;Q180684;military conflict
Q6517480;legal debate;Q180684;military conflict
Q6942426;Legal issues surrounding music sampling;Q180684;military conflict
Q2698974;legal purge in Norway after World War II;Q180684;military conflict
Q26913948;legendary battle;Q180684;military conflict
Q26913948;legendary battle;Q178561;rebellion
Q26913948;legendary battle;Q645883;civil conflict
Q26913948;legendary battle;Q350604;battle
Q1165564;Lekianoba;Q645883;civil conflict
Q104518926;Lenovo controversies;Q180684;military conflict
Q1518249;LFK NG;Q180684;military conflict
Q29028238;LGBT protests against Donald Trump;Q180684;military conflict
Q125506609;LGBT+ protest;Q180684;military conflict
Q123857836;Libya and state-sponsored terrorism;Q645883;civil conflict
Q62168047;light bombing;Q180684;military conflict
Q62168047;light bombing;Q645883;civil conflict
Q62168047;light bombing;Q350604;battle
Q1452759;LIM-49A Spartan;Q180684;military conflict
Q2247326;limited war;Q198;war
Q2247326;limited war;Q180684;military conflict
Q2247326;limited war;Q350604;battle
Q154278;limpeza étnica;Q180684;military conflict
Q13582471;Limpeza social;Q180684;military conflict
Q6555360;lion-baiting;Q180684;military conflict
Q124611982;list of terrorist incidents against Israelis in Israel and the Palestinian territories in 2024;Q180684;military conflict
Q131618649;List of terrorist incidents against Israelis in Israel and the Palestinian territories in 2025;Q180684;military conflict
Q13427130;Lista de Revoltas Camponesas;Q180684;military conflict
Q13427130;Lista de Revoltas Camponesas;Q645883;civil conflict
Q13427130;Lista de Revoltas Camponesas;Q350604;battle
Q4291346;Local anti-aircraft defence;Q180684;military conflict
Q112765848;local trial;Q180684;military conflict
Q134303927;location in Spanish Civil War;Q180684;military conflict
Q159377;locaute;Q180684;military conflict
Q10319505;Lockin;Q180684;military conflict
Q11653052;long-running court case;Q180684;military conflict
Q106006806;lordship;Q180684;military conflict
Q1126912;low altitude parachute extraction system;Q645883;civil conflict
Q28669018;Luftfaust-A;Q180684;military conflict
Q28669001;Luftfaust-B;Q180684;military conflict
Q42486;luta;Q180684;military conflict
Q838089;luta amadora;Q180684;military conflict
Q2527950;Luta antissuperfície;Q180684;military conflict
Q1066914;luta de cães;Q180684;military conflict
Q1722922;Luta de camelo;Q180684;military conflict
Q1744607;luta de classes;Q180684;military conflict
Q6037238;Luta de inseto;Q180684;military conflict
Q644638;Luta de Lancashire;Q180684;military conflict
Q4923444;luta de rua;Q180684;military conflict
Q389654;luta greco-romana;Q180684;military conflict
Q1877811;Luta livre esportiva;Q180684;military conflict
Q327223;luta livre olímpica;Q180684;military conflict
Q10321058;Luta marajoara;Q180684;military conflict
Q644522;Luta senegalesa;Q180684;military conflict
Q327248;Luta tradicional;Q180684;military conflict
Q6705952;Lutte Traditionnelle;Q180684;military conflict
Q6460438;LY-60 / FD-60 / PL10;Q180684;military conflict
Q88468342;M-1 Volna;Q180684;military conflict
Q4123575;M-1 Volna;Q180684;military conflict
Q11273512;M-SAM;Q180684;military conflict
Q56279868;Mahoney v Ashton;Q180684;military conflict
Q25512705;main battle;Q180684;military conflict
Q25512705;main battle;Q178561;rebellion
Q25512705;main battle;Q645883;civil conflict
Q25512705;main battle;Q350604;battle
Q125456254;mainland China court decision;Q180684;military conflict
Q4273016;malicious prosecution;Q180684;military conflict
Q6741161;Malla khra;Q180684;military conflict
Q6744011;Malla-yuddha;Q180684;military conflict
Q371006;Malón;Q645883;civil conflict
Q1465101;Man-portable air-defense system;Q180684;military conflict
Q17990729;managerial revolution;Q180684;military conflict
Q3374310;mandatory sentencing;Q180684;military conflict
Q1176224;manufactured controversy;Q180684;military conflict
Q15631336;marcha de protesto;Q180684;military conflict
Q125470976;Marcha do Orgulho Trans de São Paulo;Q180684;military conflict
Q7833678;Marcha trans;Q180684;military conflict
Q1894011;Marconi scandal;Q180684;military conflict
Q24884785;Mard o-mard;Q180684;military conflict
Q67912210;Marengo trial;Q180684;military conflict
Q3515785;marine paratrooper jump;Q645883;civil conflict
Q3746796;Marinha de águas marrons;Q180684;military conflict
Q6765759;marital breakdown;Q180684;military conflict
Q2492461;Maritime delimitation between Romania and Ukraine;Q180684;military conflict
Q17049991;maritime interdiction;Q645883;civil conflict
Q11558718;Maritime Security Action;Q645883;civil conflict
Q374318;Maritime security operations;Q645883;civil conflict
Q1415495;Markomannia incident;Q180684;military conflict
Q133828508;mass protest;Q180684;military conflict
Q11867144;mass resignation;Q180684;military conflict
Q318702;Massa Crítica;Q180684;military conflict
Q810406;Massacre da Basileia;Q180684;military conflict
Q579179;Massacre de Halabja;Q180684;military conflict
Q74435466;massive fare evasion;Q180684;military conflict
Q578967;Masurca;Q180684;military conflict
Q747376;match fixing;Q180684;military conflict
Q16844746;match fixing in association football;Q180684;military conflict
Q65119406;Match fixing in tennis;Q180684;military conflict
Q23808565;match fixing related to gambling;Q180684;military conflict
Q3828206;Matxinada;Q645883;civil conflict
Q1362172;May Day in Kreuzberg;Q180684;military conflict
Q116226652;meat industry strike;Q180684;military conflict
Q1427900;meat scandal;Q180684;military conflict
Q91680087;mechanized infantry command;Q180684;military conflict
Q91198419;mechanized infantry warfare;Q180684;military conflict
Q3119107;media warfare;Q180684;military conflict
Q422886;Medidas ativas;Q180684;military conflict
Q20479353;Medieval heretical movements;Q180684;military conflict
Q135091735;MediSafe controversy;Q180684;military conflict
Q814290;meeting engagement;Q180684;military conflict
Q814290;meeting engagement;Q178561;rebellion
Q814290;meeting engagement;Q645883;civil conflict
Q814290;meeting engagement;Q350604;battle
Q106432602;Mehrab;Q180684;military conflict
Q1293039;mêlée;Q180684;military conflict
Q2882967;Membros da Igreja de Deus Internacional;Q180684;military conflict
Q30324955;Memetic warfare;Q180684;military conflict
Q104865403;memory war;Q180684;military conflict
Q112813327;mention in witch trial  in Scotland;Q180684;military conflict
Q6820528;Mersad;Q180684;military conflict
Q1430863;Metralhamento;Q180684;military conflict
Q1430863;Metralhamento;Q645883;civil conflict
Q1430863;Metralhamento;Q350604;battle
Q122848031;Microsoft controversy;Q180684;military conflict
Q2549531;migração de regresso;Q180684;military conflict
Q2575688;militarization;Q180684;military conflict
Q96393187;militarization of the internet;Q180684;military conflict
Q11613845;military aircraft operation;Q645883;civil conflict
Q135105539;Military attacks on nuclear facilities;Q645883;civil conflict
Q105197913;military blow;Q645883;civil conflict
Q25339878;military charge;Q180684;military conflict
Q25339878;military charge;Q645883;civil conflict
Q25339878;military charge;Q350604;battle
Q131782363;military conflict;Q180684;military conflict
Q41950781;military conflict;Q180684;military conflict
Q41950781;military conflict;Q350604;battle
Q131656428;military convoy;Q180684;military conflict
Q131656428;military convoy;Q350604;battle
Q25416338;military convoy series;Q180684;military conflict
Q25416338;military convoy series;Q350604;battle
Q5256317;military demonstration;Q645883;civil conflict
Q11571100;military diversion;Q645883;civil conflict
Q1384277;military expedition;Q180684;military conflict
Q1384277;military expedition;Q645883;civil conflict
Q1384277;military expedition;Q350604;battle
Q112214020;military mutiny;Q180684;military conflict
Q112214020;military mutiny;Q350604;battle
Q2739113;military operations other than war;Q645883;civil conflict
Q130975199;military operations other than war;Q645883;civil conflict
Q16145053;military sabotage;Q180684;military conflict
Q123822512;military satellite communications;Q180684;military conflict
Q11657076;military scandal;Q180684;military conflict
Q2508200;military simulation;Q645883;civil conflict
Q6857862;military strike;Q180684;military conflict
Q6857862;military strike;Q645883;civil conflict
Q6857862;military strike;Q350604;battle
Q12409220;Milkhemet Mitzvah;Q198;war
Q12409220;Milkhemet Mitzvah;Q180684;military conflict
Q12409220;Milkhemet Mitzvah;Q350604;battle
Q3027784;MilSim;Q645883;civil conflict
Q482925;MIM-14 Nike Hercules;Q180684;military conflict
Q482414;MIM-23 Hawk;Q180684;military conflict
Q130324670;MIM-23 Hawk Launcher;Q180684;military conflict
Q689403;MIM-46 Mauler;Q180684;military conflict
Q16126375;mine warfare;Q180684;military conflict
Q6864043;mine-clearing line charge;Q180684;military conflict
Q25416696;minelaying;Q645883;civil conflict
Q853284;Mineriad;Q180684;military conflict
Q130704709;miners' strike;Q180684;military conflict
Q16821261;minesweeping;Q180684;military conflict
Q5562337;Minor battles in The Lord of the Rings;Q180684;military conflict
Q2903115;Misagh-1;Q180684;military conflict
Q2903473;Misagh-2;Q180684;military conflict
Q28713960;Misagh-3;Q180684;military conflict
Q11631563;misbombing;Q180684;military conflict
Q11631563;misbombing;Q645883;civil conflict
Q11631563;misbombing;Q350604;battle
Q756212;Mísseis SA-15 Gauntlet;Q180684;military conflict
Q574594;míssil antibalístico;Q180684;military conflict
Q1755193;Míssil Sea Dart;Q180684;military conflict
Q466704;míssil superfície-ar;Q180684;military conflict
Q119441857;Missile attack on Kryvyi Rih, 13 June 2023;Q180684;military conflict
Q119441857;Missile attack on Kryvyi Rih, 13 June 2023;Q645883;civil conflict
Q119441857;Missile attack on Kryvyi Rih, 13 June 2023;Q350604;battle
Q124347434;missile blow to Ukraine;Q180684;military conflict
Q124347434;missile blow to Ukraine;Q645883;civil conflict
Q124347434;missile blow to Ukraine;Q350604;battle
Q111034471;missile strike;Q180684;military conflict
Q111034471;missile strike;Q645883;civil conflict
Q111034471;missile strike;Q350604;battle
Q11631566;mistaken arrest;Q180684;military conflict
Q54225;Mistral;Q180684;military conflict
Q98716897;Mixed emotions;Q180684;military conflict
Q112765883;mixed trial;Q180684;military conflict
Q56524590;Mokkar Boli Khela;Q180684;military conflict
Q1207182;Mongolian wrestling;Q180684;military conflict
Q65171;Monika Bergmann-Schmuderer;Q65171;world war
Q6900693;monkey-baiting;Q180684;military conflict
Q1844009;Monopsiquismo;Q180684;military conflict
Q747802;Mórmon;Q180684;military conflict
Q124030970;Mormon apologetics;Q180684;military conflict
Q24946927;Mormon sexual abuse cases;Q180684;military conflict
Q3850041;Mormon studies;Q180684;military conflict
Q6912692;Mormonism and Freemasonry;Q180684;military conflict
Q5909263;Mormonism in Russia;Q180684;military conflict
Q30674637;Mormonism in the Pacific Northwest;Q180684;military conflict
Q2235125;mortes em massa sob regimes comunistas;Q180684;military conflict
Q511866;motim;Q180684;military conflict
Q511866;motim;Q350604;battle
Q7209603;Motim policial;Q180684;military conflict
Q134086509;motion to compel disclosure;Q180684;military conflict
Q62935524;motorized warfare;Q180684;military conflict
Q1210930;mountain warfare;Q180684;military conflict
Q10332881;Movimentos Emancipacionistas;Q645883;civil conflict
Q12222393;Mowag Spy;Q180684;military conflict
Q3147745;mud fighting;Q180684;military conflict
Q1747884;mud wrestling;Q180684;military conflict
Q4571027;Mukna;Q180684;military conflict
Q65280870;music hoarding;Q180684;military conflict
Q25051720;Mutual combat;Q180684;military conflict
Q1749274;Naban;Q180684;military conflict
Q172560;nage waza;Q180684;military conflict
Q1703630;Nam tiến;Q180684;military conflict
Q20986437;naming dispute;Q180684;military conflict
Q6966097;Narodno rvanje;Q180684;military conflict
Q18458312;national flag and anthem controversies in Japan;Q180684;military conflict
Q102100590;NATO operation;Q645883;civil conflict
Q27653727;naval bombing of a city;Q180684;military conflict
Q27653727;naval bombing of a city;Q645883;civil conflict
Q27653727;naval bombing of a city;Q350604;battle
Q17772965;naval capture;Q180684;military conflict
Q17772965;naval capture;Q178561;rebellion
Q17772965;naval capture;Q645883;civil conflict
Q17772965;naval capture;Q350604;battle
Q6982006;naval gunfire support;Q180684;military conflict
Q6982006;naval gunfire support;Q645883;civil conflict
Q6982006;naval gunfire support;Q350604;battle
Q133800469;naval mutiny;Q180684;military conflict
Q133800469;naval mutiny;Q350604;battle
Q6982012;naval offensive;Q180684;military conflict
Q6982012;naval offensive;Q645883;civil conflict
Q6982012;naval offensive;Q350604;battle
Q113782315;naval operation;Q645883;civil conflict
Q55624886;Nazi persecution of Jews during the 1936 Olympic Games;Q180684;military conflict
Q113527644;neighborhood dispute;Q180684;military conflict
Q1140666;network-centric warfare;Q180684;military conflict
Q121470056;Nevada Supreme Court decision;Q180684;military conflict
Q1437158;New Zealand foreshore and seabed controversy;Q180684;military conflict
Q115599065;nice sailing;Q645883;civil conflict
Q125364588;Nigeria Supreme Court decision;Q180684;military conflict
Q15138428;night bombing;Q180684;military conflict
Q15138428;night bombing;Q645883;civil conflict
Q15138428;night bombing;Q350604;battle
Q1962707;night combat;Q180684;military conflict
Q1990116;Nike Ajax;Q180684;military conflict
Q7034798;Nike J;Q180684;military conflict
Q20203096;Nike-X;Q180684;military conflict
Q2310318;Njinga;Q180684;military conflict
Q65229975;NKPWA World Heavyweight Champions;Q180684;military conflict
Q1093520;Nobel Prize controversies;Q180684;military conflict
Q3735153;non-combatant evacuation operation;Q645883;civil conflict
Q38704413;nontrinitarian;Q180684;military conflict
Q118119509;Norwegian Supreme Court decision;Q180684;military conflict
Q3345493;Novilhada;Q180684;military conflict
Q700291;NRA Military Region;Q180684;military conflict
Q700291;NRA Military Region;Q350604;battle
Q3112909;Nuba fighting;Q180684;military conflict
Q29828960;nuclear escalation;Q198;war
Q29828960;nuclear escalation;Q180684;military conflict
Q29828960;nuclear escalation;Q350604;battle
Q757581;Nuclear Explosions for the National Economy;Q645883;civil conflict
Q11409997;Nuclear plant-related lawsuits;Q180684;military conflict
Q98391050;nuclear test series;Q645883;civil conflict
Q28053962;nuclear tests in Algeria;Q645883;civil conflict
Q134944302;nuclear weapons tests of the Soviet Union;Q645883;civil conflict
Q78867551;Nude wrestling;Q180684;military conflict
Q7068391;nudity in combat;Q180684;military conflict
Q133766;O-Ie Sōdō;Q180684;military conflict
Q2254537;occupation of apartments in the German Democratic Republic;Q180684;military conflict
Q11620652;ochimusha-gari;Q180684;military conflict
Q11620652;ochimusha-gari;Q178561;rebellion
Q11620652;ochimusha-gari;Q645883;civil conflict
Q11620652;ochimusha-gari;Q350604;battle
Q44854;ocupação;Q180684;military conflict
Q528892;Ocupação (protesto);Q180684;military conflict
Q188686;ocupação estrangeira;Q645883;civil conflict
Q106512266;Ocupações na Venezuela;Q180684;military conflict
Q2001676;ofensiva militar;Q180684;military conflict
Q2001676;ofensiva militar;Q645883;civil conflict
Q2001676;ofensiva militar;Q350604;battle
Q12186271;offensive war;Q198;war
Q12186271;offensive war;Q180684;military conflict
Q12186271;offensive war;Q350604;battle
Q2946056;Oil boycott (embargo);Q180684;military conflict
Q113868732;Old Belief;Q180684;military conflict
Q45790;One Billion Rising;Q180684;military conflict
Q420474;operação de bandeira falsa;Q645883;civil conflict
Q646740;operação de desembarque;Q180684;military conflict
Q646740;operação de desembarque;Q645883;civil conflict
Q108316224;Operação Formosa;Q645883;civil conflict
Q645883;operação militar;Q645883;civil conflict
Q1078746;operação-padrão;Q180684;military conflict
Q1060062;operações especiais;Q645883;civil conflict
Q116924613;Operation Boot;Q180684;military conflict
Q2059536;Operation Mersad;Q645883;civil conflict
Q55138152;Operation Muskox;Q645883;civil conflict
Q3354777;Operation Nanook;Q645883;civil conflict
Q22947367;Operation Saegheh;Q180684;military conflict
Q5254589;opposition to United States involvement in the Vietnam War;Q180684;military conflict
Q116203577;optical industry strike;Q180684;military conflict
Q112078203;Orange Nell;Q180684;military conflict
Q2310419;organizational conflict;Q180684;military conflict
Q24964493;organized horse fighting;Q180684;military conflict
Q60791082;Origenist Crises;Q180684;military conflict
Q11497732;ōryō;Q645883;civil conflict
Q15618399;outsize cargo transport;Q645883;civil conflict
Q1800677;overtime ban;Q180684;military conflict
Q130217630;PAC-3 Missile Segment Enhancement;Q180684;military conflict
Q7122778;Pacific blockade;Q645883;civil conflict
Q30897656;Pahlavāni;Q180684;military conflict
Q7125743;Pakistan and state sponsored terrorism;Q645883;civil conflict
Q65149951;Palantin;Q180684;military conflict
Q678011;Pále;Q180684;military conflict
Q4330027;Palestinian rocket attacks on Israel;Q180684;military conflict
Q4330027;Palestinian rocket attacks on Israel;Q645883;civil conflict
Q4330027;Palestinian rocket attacks on Israel;Q350604;battle
Q85875011;pamphlet raid;Q180684;military conflict
Q85875011;pamphlet raid;Q645883;civil conflict
Q85875011;pamphlet raid;Q350604;battle
Q1025005;panelaço;Q180684;military conflict
Q1424781;Pantsir-S1;Q180684;military conflict
Q7131948;panty raid;Q180684;military conflict
Q131394630;Paper genocide;Q180684;military conflict
Q66108287;paratrooper drop;Q645883;civil conflict
Q42374984;parliamentary expenses scandal;Q180684;military conflict
Q106508963;party donations scandal;Q180684;military conflict
Q3367750;Paseíllo;Q180684;military conflict
Q113411195;Patriotism in the Russian Empire at the beginning of the First World War;Q180684;military conflict
Q113411195;Patriotism in the Russian Empire at the beginning of the First World War;Q350604;battle
Q7157511;peace camp;Q180684;military conflict
Q2065755;peace support operation;Q645883;civil conflict
Q4382347;peaceful nuclear explosion;Q645883;civil conflict
Q20082270;peacekeeping mission;Q645883;civil conflict
Q2404776;Pehlwani;Q180684;military conflict
Q2466181;Pentecostais do Nome de Jesus;Q180684;military conflict
Q247649;perception management;Q180684;military conflict
Q2007759;Perfídia (militar);Q645883;civil conflict
Q130459577;persecution of Assyrians;Q180684;military conflict
Q112029888;persecution of Jews in the Nazi era;Q180684;military conflict
Q84082210;Persecution of the Jews in Schleswig-Holstein;Q180684;military conflict
Q48136;perseguição de Judeus;Q180684;military conflict
Q8425767;petitioning in China;Q180684;military conflict
Q2736450;petrodollar warfare;Q198;war
Q2736450;petrodollar warfare;Q180684;military conflict
Q2736450;petrodollar warfare;Q350604;battle
Q913939;petty warfare;Q198;war
Q913939;petty warfare;Q180684;military conflict
Q913939;petty warfare;Q350604;battle
Q7180913;phase;Q180684;military conflict
Q5156789;Philippine revolts against Spain;Q180684;military conflict
Q5156789;Philippine revolts against Spain;Q350604;battle
Q7194742;pin;Q180684;military conflict
Q721547;pin (wrestling profissional);Q180684;military conflict
Q104639638;Piorun;Q180684;military conflict
Q1480879;piquete de greve;Q180684;military conflict
Q11632156;plotting rebellion;Q180684;military conflict
Q11632156;plotting rebellion;Q350604;battle
Q7206160;poaching;Q180684;military conflict
Q177716;pogrom;Q180684;military conflict
Q12174482;Pokémon battle;Q180684;military conflict
Q27406;polémica;Q180684;military conflict
Q7209607;police strike;Q180684;military conflict
Q10528555;police-civilian conflicts;Q180684;military conflict
Q1682379;Poliorcética;Q180684;military conflict
Q1682379;Poliorcética;Q645883;civil conflict
Q1682379;Poliorcética;Q350604;battle
Q7210244;Political abuse of psychiatry in Russia;Q180684;military conflict
Q108809873;political conflict;Q180684;military conflict
Q19977634;political gridlock;Q180684;military conflict
Q2101542;political iconoclasm;Q180684;military conflict
Q126329412;political schism;Q180684;military conflict
Q16480656;political status of Triệu Dynasty;Q180684;military conflict
Q106818827;Popsy;Q180684;military conflict
Q116292789;popular bullfighting festival;Q180684;military conflict
Q1738401;postal war;Q180684;military conflict
Q16969638;Potências neutras na Segunda Guerra Mundial;Q180684;military conflict
Q134963816;power struggle;Q180684;military conflict
Q28003555;Prayer protest;Q180684;military conflict
Q9377327;preemptive war;Q198;war
Q9377327;preemptive war;Q180684;military conflict
Q9377327;preemptive war;Q350604;battle
Q18536127;preliminary hearing;Q180684;military conflict
Q76647964;preliminary ruling;Q180684;military conflict
Q1759312;Preliminary ruling before the European Court of Justice;Q180684;military conflict
Q11898537;Preparation fire;Q180684;military conflict
Q11898537;Preparation fire;Q645883;civil conflict
Q11898537;Preparation fire;Q350604;battle
Q136338700;Primavera Asiática;Q180684;military conflict
Q111953439;Princely rebellion;Q198;war
Q111953439;Princely rebellion;Q180684;military conflict
Q111953439;Princely rebellion;Q350604;battle
Q7245793;prison strike;Q180684;military conflict
Q30906782;privateering;Q180684;military conflict
Q697327;processo cautelar;Q180684;military conflict
Q2334719;processo judicial;Q180684;military conflict
Q18288926;processo penale;Q180684;military conflict
Q118496881;professional wrestling match type;Q180684;military conflict
Q11316150;professional wrestling tag team match types;Q180684;military conflict
Q111097809;professional wrestling throw;Q180684;military conflict
Q116175863;professional wrestling trainer;Q180684;military conflict
Q123587857;promissory coup;Q180684;military conflict
Q57399871;promote a democratic referendum;Q180684;military conflict
Q2112892;Pronunciamento;Q180684;military conflict
Q1635930;Propaganda pelo ato;Q180684;military conflict
Q7251589;protest camp;Q180684;military conflict
Q98099118;protest emigration;Q180684;military conflict
Q42685104;protest note;Q180684;military conflict
Q273120;protesto;Q180684;military conflict
Q7251595;Protesto artístico;Q180684;military conflict
Q1679887;Protesto estudantil;Q180684;military conflict
Q4115422;Protesto nu;Q180684;military conflict
Q4115422;Protesto nu;Q350604;battle
Q1147337;protesto sentado;Q180684;military conflict
Q7251588;Protestos e dissidência na China;Q180684;military conflict
Q30253388;Protestos na Rússia em 2017;Q180684;military conflict
Q133458419;Protests against Elon Musk;Q180684;military conflict
Q131850305;protests against the second presidency of Donald Trump;Q180684;military conflict
Q20526846;protests of Croatian war veterans in 2014-2015;Q180684;military conflict
Q124458867;protests related to the meeting of right wing extremists at Potsdam in 2023 in Berlin;Q180684;military conflict
Q7252185;Protracted social conflict;Q180684;military conflict
Q4231811;psychic conflict;Q180684;military conflict
Q4120592;psychological operations;Q645883;civil conflict
Q2177151;public action;Q180684;military conflict
Q1761866;puroresu;Q180684;military conflict
Q102327942;Q102327942;Q180684;military conflict
Q10433153;Q10433153;Q180684;military conflict
Q10437082;Q10437082;Q180684;military conflict
Q10437082;Q10437082;Q350604;battle
Q104536173;Q104536173;Q180684;military conflict
Q10481251;Q10481251;Q180684;military conflict
Q10501340;Q10501340;Q180684;military conflict
Q10535390;Q10535390;Q180684;military conflict
Q10579231;Q10579231;Q180684;military conflict
Q10585844;Q10585844;Q180684;military conflict
Q106560100;Q106560100;Q180684;military conflict
Q106612811;Q106612811;Q180684;military conflict
Q106816738;Q106816738;Q180684;military conflict
Q106963495;Q106963495;Q180684;military conflict
Q108134690;Q108134690;Q180684;military conflict
Q108761356;Q108761356;Q645883;civil conflict
Q108799197;Q108799197;Q180684;military conflict
Q108921040;Q108921040;Q180684;military conflict
Q109018958;Q109018958;Q180684;military conflict
Q109312672;Q109312672;Q180684;military conflict
Q109314645;Q109314645;Q180684;military conflict
Q110521716;Q110521716;Q180684;military conflict
Q111008574;Q111008574;Q180684;military conflict
Q111210437;Q111210437;Q180684;military conflict
Q111211318;Q111211318;Q180684;military conflict
Q112660671;Q112660671;Q180684;military conflict
Q11312547;Q11312547;Q180684;military conflict
Q1131895;Q1131895;Q180684;military conflict
Q113454288;Q113454288;Q180684;military conflict
Q11407139;Q11407139;Q180684;military conflict
Q11434254;Q11434254;Q180684;military conflict
Q114673644;Q114673644;Q180684;military conflict
Q11498662;Q11498662;Q180684;military conflict
Q11498662;Q11498662;Q645883;civil conflict
Q11498662;Q11498662;Q350604;battle
Q116958156;Q116958156;Q180684;military conflict
Q117196736;Q117196736;Q180684;military conflict
Q11741362;Q11741362;Q180684;military conflict
Q11790278;Q11790278;Q180684;military conflict
Q11827307;Q11827307;Q180684;military conflict
Q118588116;Q118588116;Q180684;military conflict
Q118957122;Q118957122;Q180684;military conflict
Q11900102;Q11900102;Q180684;military conflict
Q12041579;Q12041579;Q180684;military conflict
Q121084644;Q121084644;Q180684;military conflict
Q121084644;Q121084644;Q645883;civil conflict
Q121084644;Q121084644;Q350604;battle
Q12195211;Q12195211;Q180684;military conflict
Q12288035;Q12288035;Q180684;military conflict
Q12289443;Q12289443;Q180684;military conflict
Q122938397;Q122938397;Q180684;military conflict
Q123149274;Q123149274;Q180684;military conflict
Q123235767;Q123235767;Q180684;military conflict
Q123476273;Q123476273;Q180684;military conflict
Q123914751;Q123914751;Q180684;military conflict
